anno,PROVINCIA,COMUNE,ISTAT_COD,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,RD(kg),RI(kg),RU(kg),RD(%),RI(kg/ab),RU(kg/ab)
2010,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6511,1090990,2456494,3547484,30.8,377,545
2011,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6536,1200759,2355047,3555806,33.8,360,544
2012,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6440,1073518,2195439,3268957,32.8,341,508
2013,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6370,1183642,2178590,3362232,35.2,342,528
2014,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6421,1264512,2117199,3381711,37.4,330,527
2015,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6347,1363641,2070223,3433864,39.7,326,541
2016,BO,MONZUNO,8037044,8,37,44,44.282993,11.250677,6322,1450306,2060806,3511112,41.3,326,555
2010,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4725,2875370,1756753,4632123,62.1,372,980
2011,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4724,2896161,1554249,4450410,65.1,329,942
2012,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4719,2917578,1427995,4345573,67.1,303,921
2013,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4690,2636460,1396011,4032471,65.4,298,860
2014,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4749,3114357,1388073,4502430,69.2,292,948
2015,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4759,2948441,1366836,4315277,68.3,287,907
2016,BO,MORDANO,8037045,8,37,45,44.409580,11.796252,4732,2575661,1413486,3989147,64.6,299,843
2010,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,12850,2646373,3881510,6527883,40.5,302,508
2011,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13100,2661199,3736220,6397419,41.6,285,488
2012,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13142,2458093,3670840,6128933,40.1,279,466
2013,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13362,2600037,3807840,6407877,40.6,285,480
2014,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13480,2766661,3906930,6673591,41.5,290,495
2015,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13638,2957532,3955130,6912662,42.8,290,507
2016,BO,OZZANO DELL'EMILIA,8037046,8,37,46,44.428515,11.476215,13790,3301913,4039780,7341693,45.0,293,532
2010,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17268,4886100,6103710,10989810,44.5,353,636
2011,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17303,4664613,5747500,10412113,44.8,332,602
2012,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17313,4735819,5333610,10069429,47.0,308,582
2013,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17408,4890016,5029840,9919856,49.3,289,570
2014,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17473,4887883,5041160,9929043,49.2,289,568
2015,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17466,6415361,5174350,11589711,55.4,296,664
2016,BO,PIANORO,8037047,8,37,47,44.376637,11.356664,17521,6191091,5176820,11367911,54.5,295,649
2010,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,6969,1384226,2714120,4098346,33.8,389,588
2011,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7014,1406482,2373680,3780162,37.2,338,539
2012,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7014,1517945,2218450,3736395,40.6,316,533
2013,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7009,2132778,1207317,3340095,63.9,172,477
2014,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7011,2510025,769120,3279145,76.5,110,468
2015,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7021,2505284,900450,3405734,73.6,128,485
2016,BO,PIEVE DI CENTO,8037048,8,37,48,44.733737,11.325472,7023,2640491,903380,3543871,74.5,129,505
2010,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4778,866844,1887987,2754831,31.5,395,577
2011,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4804,958352,1711184,2669536,35.9,356,556
2012,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4844,859129,1602187,2461316,34.9,331,508
2013,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4785,1116593,1532188,2648781,42.2,320,554
2014,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4802,1147940,1521147,2669087,43.0,317,556
2015,BO,PORRETTA TERME,8037049,8,37,49,44.149534,10.931945,4746,1051468,1492406,2543874,41.3,314,536
2010,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8286,1935025,2671030,4606055,42.0,322,556
2011,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8314,2114066,2566140,4680206,45.2,309,563
2012,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8342,2127391,2423040,4550431,46.8,290,545
2013,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8379,2567432,2006120,4573552,56.1,239,546
2014,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8388,2734615,2075180,4809795,56.9,247,573
2015,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8370,3003054,1564690,4567744,65.7,187,546
2016,BO,SALA BOLOGNESE,8037050,8,37,50,44.626882,11.268205,8380,3956007,1033060,4989067,79.3,123,595
2010,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4494,1094805,1631017,2725822,40.2,363,607
2011,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4453,1235961,1582529,2818490,43.9,355,633
2012,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4426,1148344,1472251,2620595,43.8,333,592
2013,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4381,1221255,1405331,2626586,46.5,321,600
2014,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4361,1248063,1386646,2634709,47.4,318,604
2015,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4330,1302639,1350788,2653427,49.1,312,613
2016,BO,SAN BENEDETTO VAL DI SAMBRO,8037051,8,37,51,44.198117,11.236244,4266,1220746,1308216,2528962,48.3,307,593
2010,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8289,2168587,2528270,4696857,46.2,305,567
2011,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8385,2451380,2257130,4708510,52.1,269,562
2012,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8458,2547201,2266140,4813341,52.9,268,569
2013,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8427,3007617,1515360,4522977,66.5,180,537
2014,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8472,3300922,960090,4261012,77.5,113,503
2015,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8543,3508377,1043060,4551437,77.1,122,533
2016,BO,SAN GIORGIO DI PIANO,8037052,8,37,52,44.657542,11.374734,8678,3807596,1053260,4860856,78.3,121,560
2010,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,27267,8412853,8425690,16838543,50.0,309,618
2011,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,27454,9595644,6730405,16326049,58.8,245,595
2012,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,27800,11023743,3088470,14112213,78.1,111,508
2013,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,27820,11500999,3329010,14830009,77.6,120,533
2014,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,27977,12152503,3393800,15546303,78.2,121,556
2015,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,28059,12847468,3490310,16337778,78.6,124,582
2016,BO,SAN GIOVANNI IN PERSICETO,8037053,8,37,53,44.660204,11.203265,28255,13299160,3498870,16798030,79.2,124,595
2010,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,31457,7199451,9775820,16975271,42.4,311,540
2011,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,31691,6922962,9011520,15934482,43.4,284,503
2012,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,31909,6880816,8578220,15459036,44.5,269,484
2013,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,31851,7269651,8535270,15804921,46.0,268,496
2014,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,31979,7341351,8495280,15836631,46.4,266,495
2015,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,32153,7570907,8648100,16219007,46.7,269,504
2016,BO,SAN LAZZARO DI SAVENA,8037054,8,37,54,44.450695,11.426169,32406,8075923,8719250,16795173,48.1,269,518
2010,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,11817,2274029,3934640,6208669,36.6,333,525
2011,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,11936,2377168,3759300,6136468,38.7,315,514
2012,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,12027,2638631,3707860,6346491,41.6,308,528
2013,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,12025,3422121,2108750,5530871,61.9,175,460
2014,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,12111,4051393,1406420,5457813,74.2,116,451
2015,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,12244,4150748,1524310,5675058,73.1,124,463
2016,BO,SAN PIETRO IN CASALE,8037055,8,37,55,44.710484,11.404939,12344,4191501,1724400,5915901,70.9,140,479
2010,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7392,1834125,2132050,3966175,46.2,288,537
2011,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7400,1778285,2031305,3809590,46.7,275,515
2012,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7391,1927944,1829170,3757114,51.3,247,508
2013,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7286,2012668,1973810,3986478,50.5,271,547
2014,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7294,2181468,1982220,4163688,52.4,272,571
2015,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7293,3240536,1198000,4438536,73.0,164,609
2016,BO,SANT'AGATA BOLOGNESE,8037056,8,37,56,44.665811,11.127482,7303,3846582,952650,4799232,80.1,130,657
2010,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14721,6398184,2155150,8553334,74.8,146,581
2011,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14778,5808825,1780370,7589195,76.5,120,514
2012,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14779,5266971,1793210,7060181,74.6,121,478
2013,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14645,6217383,1779460,7996843,77.7,122,546
2014,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14612,5906247,1788270,7694517,76.8,122,527
2015,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14732,6543331,1741770,8285101,79.0,118,562
2016,BO,SASSO MARCONI,8037057,8,37,57,44.406588,11.242173,14817,6124954,1895360,8020314,76.4,128,541
2010,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7854,1309029,3037727,4346756,30.1,387,553
2011,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7807,1426085,2664757,4090842,34.9,341,524
2012,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7770,1412445,2271603,3684048,38.3,292,474
2013,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7725,1500877,2335040,3835917,39.1,302,497
2014,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7731,1407588,2366312,3773900,37.3,306,488
2015,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7651,1549458,2348173,3897631,39.8,307,509
2016,BO,VERGATO,8037059,8,37,59,44.291387,11.085870,7645,1641964,2211363,3853327,42.6,289,504
2010,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18314,5277050,6170175,11447225,46.1,337,625
2011,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18512,5104273,5795485,10899758,46.8,313,589
2012,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18620,5032907,5227260,10260167,49.1,281,551
2013,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18690,6149824,2621290,8771114,70.1,140,469
2014,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18652,6256592,2609870,8866462,70.6,140,475
2015,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18828,6130677,2818130,8948807,68.5,150,475
2016,BO,ZOLA PREDOSA,8037060,8,37,60,44.494920,11.210546,18947,6254210,2833480,9087690,68.8,150,480
2010,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,29869,8375001,8210435,16585436,50.5,275,555
2011,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30097,9715203,6202288,15917491,61.0,206,529
2012,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30110,9690719,5332052,15022771,64.5,177,499
2013,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30150,10003432,4922099,14925531,67.0,163,495
2014,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30426,10050911,5009677,15060588,66.7,165,495
2015,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30611,11114031,5231139,16345170,68.0,171,534
2016,BO,VALSAMOGGIA,8037061,8,37,61,44.444227,11.091326,30775,10870571,5374475,16245046,66.9,175,528
2016,BO,ALTO RENO,8037062,8,37,62,44.074717,10.947549,6960,1604996,2173234,3778230,42.5,312,543
2010,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,22575,7291815,6984320,14276135,51.1,309,632
2011,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,22553,6454702,6759090,13213792,48.8,300,586
2012,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,22412,5869937,6595690,12465627,47.1,294,556
2013,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,22268,6137470,6631830,12769300,48.1,298,573
2014,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,22074,6693626,6815410,13509036,49.5,309,612
2015,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,21896,6976301,6674040,13650341,51.1,305,623
2016,FE,ARGENTA,8038001,8,38,1,44.622023,11.889171,21683,7402011,6424960,13826971,53.5,296,638
2010,FE,BERRA,8038002,8,38,2,44.959766,11.996579,5308,1981649,1661802,3643451,54.4,313,686
2011,FE,BERRA,8038002,8,38,2,44.959766,11.996579,5216,1754315,615430,2369745,74.0,118,454
2012,FE,BERRA,8038002,8,38,2,44.959766,11.996579,5088,1600851,543214,2144065,74.7,107,421
2013,FE,BERRA,8038002,8,38,2,44.959766,11.996579,5026,1720510,671651,2392161,71.9,134,476
2014,FE,BERRA,8038002,8,38,2,44.959766,11.996579,4952,1678133,668791,2346924,71.5,135,474
2015,FE,BERRA,8038002,8,38,2,44.959766,11.996579,4867,1745978,616363,2362341,73.9,127,485
2016,FE,BERRA,8038002,8,38,2,44.959766,11.996579,4780,1662904,641562,2304466,72.2,134,482
2010,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,15401,4399187,5473170,9872357,44.6,355,641
2011,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,15283,4227852,5156220,9384072,45.1,337,614
2012,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,15108,3871934,5210175,9082109,42.6,345,601
2013,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,14882,3885156,5114135,8999291,43.2,344,605
2014,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,14737,3882191,5170825,9053016,42.9,351,614
2015,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,14674,3931816,4764278,8696094,45.2,325,593
2016,FE,BONDENO,8038003,8,38,3,44.903129,11.373534,14462,4867720,2632910,7500630,64.9,182,519
2010,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35582,7067118,11875780,18942898,37.3,334,532
2011,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35770,7403597,11114785,18518382,40.0,311,518
2012,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35945,7776224,11089805,18866029,41.2,309,525
2013,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35946,7874625,11352490,19227115,41.0,316,535
2014,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35877,9010384,10616550,19626934,45.9,296,547
2015,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35732,9381843,9458466,18840309,49.8,265,527
2016,FE,CENTO,8038004,8,38,4,44.775642,11.307813,35651,12049371,4395190,16444561,73.3,123,461
2010,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12653,2852811,4463845,7316656,39.0,353,578
2011,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12525,2717560,4303509,7021069,38.7,344,561
2012,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12402,2698599,4055396,6753995,40.0,327,545
2013,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12261,2943527,3946482,6890009,42.7,322,562
2014,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12162,3295111,4118108,7413219,44.4,339,610
2015,FE,CODIGORO,8038005,8,38,5,44.858143,12.128416,12031,3487891,4717412,8205303,42.5,392,682
