anno,PROVINCIA,COMUNE,ISTAT_COD,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,RD(kg),RI(kg),RU(kg),RD(%),RI(kg/ab),RU(kg/ab)
2015,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13750,7182403,3678310,10860713,66.1,268,790
2016,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13684,7030786,3762450,10793236,65.1,275,789
2010,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7320,2764973,2530980,5295953,52.2,346,723
2011,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7270,2873655,2556050,5429705,52.9,352,747
2012,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7279,3833532,1382230,5215762,73.5,190,717
2013,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7196,4617374,482430,5099804,90.5,67,709
2014,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7239,4816358,664910,5481268,87.9,92,757
2015,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7313,5110447,554840,5665287,90.2,76,775
2016,RE,POVIGLIO,8035029,8,35,29,44.853171,10.525786,7343,4683673,482200,5165873,90.7,66,704
2010,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13139,5595859,4273809,9869668,56.7,325,751
2011,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13154,5766752,3963295,9730047,59.3,301,740
2012,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13222,5520333,3787440,9307773,59.3,286,704
2013,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13187,5607806,3617390,9225196,60.8,274,700
2014,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13191,6260379,3174750,9435129,66.4,241,715
2015,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13272,6671719,3189550,9861269,67.7,240,743
2016,RE,QUATTRO CASTELLA,8035030,8,35,30,44.629889,10.513858,13285,6238223,3291750,9529973,65.5,248,717
2010,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1307,282425,650510,932935,30.3,498,714
2011,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1303,381842,617648,999490,38.2,474,767
2012,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1286,362089,633620,995709,36.4,493,774
2013,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1270,372919,611280,984199,37.9,481,775
2014,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1259,382171,594780,976951,39.1,472,776
2015,RE,RAMISETO,8035031,8,35,31,44.393066,10.240369,1260,344536,601337,945873,36.4,477,751
2010,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9362,5021721,3707420,8729141,57.5,396,932
2011,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9403,5246737,3452950,8699687,60.3,367,925
2012,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9348,5624728,3504000,9128728,61.6,375,977
2013,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9213,5608200,3542720,9150920,61.3,385,993
2014,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9183,5869066,3599990,9469056,62.0,392,1031
2015,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9220,6509019,3569540,10078559,64.6,387,1093
2016,RE,REGGIOLO,8035032,8,35,32,44.914258,10.798581,9202,6487073,3521300,10008373,64.8,383,1088
2010,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,170086,70014606,54227171,124241777,56.4,319,730
2011,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,171688,71407591,50965188,122372779,58.4,297,713
2012,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,172833,68192613,47804004,115996617,58.8,277,671
2013,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,172673,69696907,47850317,117547224,59.3,277,681
2014,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,171869,74476963,48142090,122619053,60.7,280,713
2015,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,171520,72281919,48331947,120613866,59.9,282,703
2016,RE,REGGIO EMILIA,8035033,8,35,33,44.697435,10.634769,171714,71338666,50402194,121740860,58.6,294,709
2010,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6048,2190994,1533630,3724624,58.8,254,616
2011,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6121,2234577,1483940,3718517,60.1,242,608
2012,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6216,2235576,1503790,3739366,59.8,242,602
2013,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6258,2371938,1606170,3978108,59.6,257,636
2014,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6267,2502427,1623100,4125527,60.7,259,658
2015,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6218,3607814,759790,4367604,82.6,122,702
2016,RE,RIO SALICETO,8035034,8,35,34,44.827343,10.803960,6145,3274098,806970,4081068,80.2,131,664
2010,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4090,1792960,1278950,3071910,58.4,313,751
2011,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4122,1772201,1233780,3005981,59.0,299,729
2012,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4131,1935398,1281200,3216598,60.2,310,779
2013,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4144,2049655,1216400,3266055,62.8,294,788
2014,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4146,2325068,1016850,3341918,69.6,245,806
2015,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4114,2939567,483280,3422847,85.9,117,832
2016,RE,ROLO,8035035,8,35,35,44.888251,10.864082,4091,2745068,459470,3204538,85.7,112,783
2010,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14559,8006198,5582450,13588648,58.9,383,933
2011,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14707,8945205,5172460,14117665,63.4,352,960
2012,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14730,6835114,4390860,11225974,60.9,298,762
2013,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14818,9786541,4092280,13878821,70.5,276,937
2014,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14875,9980633,4289250,14269883,69.9,288,959
2015,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14876,10541993,4186830,14728823,71.6,281,990
2016,RE,RUBIERA,8035036,8,35,36,44.670055,10.788184,14888,9815390,4152240,13967630,70.3,279,938
2010,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8010,4107333,2682016,6789349,60.5,335,848
2011,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8087,4033167,2502230,6535397,61.7,309,808
2012,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8154,3850134,2313510,6163644,62.5,284,756
2013,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8107,3911883,2058150,5970033,65.5,254,736
2014,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8099,4257076,1315020,5572096,76.4,162,688
2015,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8122,4750201,1329640,6079841,78.1,164,749
2016,RE,SAN MARTINO IN RIO,8035037,8,35,37,44.714898,10.784112,8100,4557308,1336470,5893778,77.3,165,728
2010,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,5858,3426458,2011990,5438448,63.0,343,928
2011,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,5959,3505338,2083175,5588513,62.7,350,938
2012,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,5961,3105022,2064300,5169322,60.1,346,867
2013,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,6099,3439544,1807670,5247214,65.5,296,860
2014,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,6100,3989263,1746400,5735663,69.6,286,940
2015,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,6087,4304930,1747540,6052470,71.1,287,994
2016,RE,SAN POLO D'ENZA,8035038,8,35,38,44.621358,10.440960,6135,4141668,1881340,6023008,68.8,307,982
2010,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11021,6162015,3695430,9857445,62.5,335,894
2011,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11185,6606061,3154160,9760221,67.7,282,873
2012,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11238,5808317,2992470,8800787,66.0,266,783
2013,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11166,6399793,3024670,9424463,67.9,271,844
2014,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11198,6972937,3305400,10278337,67.8,295,918
2015,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11228,7004208,3476580,10480788,66.8,310,933
2016,RE,SANT'ILARIO D'ENZA,8035039,8,35,39,44.751026,10.467726,11274,6900921,2469068,9369989,73.6,219,831
2010,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25099,12699440,7271430,19970870,63.6,290,796
2011,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25258,11781463,7014149,18795612,62.7,278,744
2012,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25308,10881878,6930730,17812608,61.1,274,704
2013,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25357,11026820,7074265,18101085,60.9,279,714
2014,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25406,11284835,7531310,18816145,60.0,296,741
2015,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25505,12490114,6987270,19477384,64.1,274,764
2016,RE,SCANDIANO,8035040,8,35,40,44.598512,10.689924,25679,11921007,6935120,18856127,63.2,270,734
2010,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4541,1031147,1635320,2666467,38.7,360,587
2011,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4510,1199070,1579390,2778460,43.2,350,616
2012,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4555,1027866,1552320,2580186,39.8,341,566
2013,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4504,1189344,1445390,2634734,45.1,321,585
2014,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4466,1371118,1283730,2654848,51.6,287,594
2015,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4475,1350595,1471710,2822305,47.9,329,631
2016,RE,TOANO,8035041,8,35,41,44.385118,10.545474,4470,1305270,1557370,2862640,45.6,348,640
2010,RE,VETTO,8035042,8,35,42,44.475213,10.355831,2001,592630,783910,1376540,43.1,392,688
2011,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1998,599018,724690,1323708,45.3,363,663
2012,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1948,533033,708370,1241403,42.9,364,637
2013,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1909,570752,683020,1253772,45.5,358,657
2014,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1895,571134,695580,1266714,45.1,367,668
2015,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1883,625851,672850,1298701,48.2,357,690
2016,RE,VETTO,8035042,8,35,42,44.475213,10.355831,1858,739124,654540,1393664,53.0,352,750
2010,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4270,1536316,1197290,2733606,56.2,280,640
2011,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4246,1514814,1184210,2699024,56.1,279,636
2012,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4252,1485954,1130490,2616444,56.8,266,615
2013,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4311,1620814,1064870,2685684,60.4,247,623
2014,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4286,1705409,1049940,2755349,61.9,245,643
2015,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4269,1921781,1079910,3001691,64.0,253,703
2016,RE,VEZZANO SUL CROSTOLO,8035043,8,35,43,44.579448,10.530280,4262,1809166,1059730,2868896,63.1,249,673
2010,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3423,900675,956100,1856775,48.5,279,542
2011,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3418,1018023,893498,1911521,53.3,261,559
2012,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3425,1160752,762740,1923492,60.3,223,562
2013,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3419,1303725,626015,1929740,67.6,183,564
2014,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3408,1219050,585250,1804300,67.6,172,529
2015,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3371,1241346,730300,1971646,63.0,217,585
2016,RE,VIANO,8035044,8,35,44,44.549715,10.594491,3354,1342877,734030,2076907,64.7,219,619
2010,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3988,657001,1599980,2256981,29.1,401,566
2011,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3984,855108,1520904,2376012,36.0,382,596
2012,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3914,737832,1463817,2201649,33.5,374,563
2013,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3832,766360,1379621,2145981,35.7,360,560
2014,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3787,829953,1374140,2204093,37.7,363,582
2015,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3750,788083,1434480,2222563,35.5,383,593
2016,RE,VILLA MINOZZO,8035045,8,35,45,44.318368,10.441321,3687,887203,1440132,2327335,38.1,391,631
2016,RE,VENTASSO,8035046,8,35,46,44.368495,10.323459,4247,1520912,2013014,3533926,43.0,474,832
2010,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4137,1341227,1039319,2380546,56.3,251,575
2011,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4167,1576849,737850,2314699,68.1,177,555
2012,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4175,1501886,770270,2272156,66.1,184,544
2013,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4147,1499433,813690,2313123,64.8,196,558
2014,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4219,1772279,882730,2655009,66.8,209,629
2015,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4197,1546293,842490,2388783,64.7,201,569
2016,MO,BASTIGLIA,8036001,8,36,1,44.719651,10.996212,4217,1744580,888220,2632800,66.3,211,624
2010,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,9748,4724045,3288103,8012148,59.0,337,822
2011,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10003,4748219,3360910,8109129,58.6,336,811
2012,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10231,5255841,2382280,7638121,68.8,233,747
2013,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10136,5681371,2049530,7730901,73.5,202,763
2014,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10157,5683742,2139231,7822973,72.7,211,770
2015,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10192,5421410,2090362,7511772,72.2,205,737
2016,MO,BOMPORTO,8036002,8,36,2,44.752886,11.047726,10177,5452614,2314000,7766614,70.2,227,763
2010,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8650,4169746,3211910,7381656,56.5,371,853
2011,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8686,4823968,2578680,7402648,65.2,297,852
2012,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8807,5068106,2099070,7167176,70.7,238,814
2013,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8771,4514358,2172560,6686918,67.5,248,762
2014,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8790,4328299,2153950,6482249,66.8,245,737
2015,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8853,5108010,2087250,7195260,71.0,236,813
2016,MO,CAMPOGALLIANO,8036003,8,36,3,44.699978,10.841686,8828,5815553,2151820,7967373,73.0,244,903
2010,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3218,898419,1254500,2152919,41.7,390,669
2011,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3260,1069894,1134140,2204034,48.5,348,676
2012,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3302,1078283,1141150,2219433,48.6,346,672
2013,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3249,928064,1120630,2048694,45.3,345,631
2014,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3198,1297790,1182490,2480280,52.3,370,776
2015,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3210,1426480,1102340,2528820,56.4,343,788
2016,MO,CAMPOSANTO,8036004,8,36,4,44.802470,11.143874,3189,1764187,990560,2754747,64.0,311,864
2010,MO,CARPI,8036005,8,36,5,44.801596,10.892544,69021,22947435,16080352,39027787,58.8,233,565
2011,MO,CARPI,8036005,8,36,5,44.801596,10.892544,69943,23022413,13878510,36900923,62.4,198,528
2012,MO,CARPI,8036005,8,36,5,44.801596,10.892544,69985,22562687,13926842,36489529,61.8,199,521
2013,MO,CARPI,8036005,8,36,5,44.801596,10.892544,70898,23532189,14202847,37735036,62.4,200,532
2014,MO,CARPI,8036005,8,36,5,44.801596,10.892544,70555,23559562,12370285,35929847,65.6,175,509
2015,MO,CARPI,8036005,8,36,5,44.801596,10.892544,70944,26244526,9249561,35494087,73.9,130,500
2016,MO,CARPI,8036005,8,36,5,44.801596,10.892544,71073,26597156,4984067,31581223,84.2,70,444
2010,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32102,9333765,8740860,18074625,51.6,272,563
2011,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32174,10082767,8481211,18563978,54.3,264,577
2012,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32601,10500578,8215338,18715916,56.1,252,574
2013,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32846,10507154,7952750,18459904,56.9,242,562
2014,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32753,10281225,7553270,17834495,57.6,231,545
2015,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32775,10359512,7057244,17416756,59.5,215,531
2016,MO,CASTELFRANCO EMILIA,8036006,8,36,6,44.598134,11.072848,32696,11333335,6774701,18108036,62.6,207,554
2010,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14324,6294313,4049688,10344001,60.8,283,722
2011,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14497,5213420,3822740,9036160,57.7,264,623
2012,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14739,5592500,3786430,9378930,59.6,257,636
2013,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14728,6798207,2994410,9792617,69.4,203,665
2014,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14854,6395866,3147810,9543676,67.0,212,642
2015,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14917,7728661,3191420,10920081,70.8,214,732
2016,MO,CASTELNUOVO RANGONE,8036007,8,36,7,44.561608,10.930346,14961,7532553,3080530,10613083,71.0,206,709
2010,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11165,3392475,3401930,6794405,49.9,305,609
2011,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11320,4115663,2939590,7055253,58.3,260,623
2012,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11358,4285351,2222720,6508071,65.8,196,573
2013,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11257,4862560,2006650,6869210,70.8,178,610
2014,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11314,4577239,2206590,6783829,67.5,195,600
2015,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11207,6129613,2113570,8243183,74.4,189,736
2016,MO,CASTELVETRO DI MODENA,8036008,8,36,8,44.502186,10.929930,11222,6955284,2251730,9207014,75.5,201,820
2010,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7390,2610253,2450130,5060383,51.6,332,685
2011,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7359,2826567,2434620,5261187,53.7,331,715
2012,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7204,2811921,2478715,5290636,53.1,344,734
2013,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7059,2617158,2399870,5017028,52.2,340,711
2014,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7080,2518555,2688950,5207505,48.4,380,736
2015,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7028,2670679,2706540,5377219,49.7,385,765
2016,MO,CAVEZZO,8036009,8,36,9,44.840190,11.001621,7021,3161807,1559690,4721497,67.0,222,672
2010,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,9059,3008531,3183850,6192381,48.6,351,684
2011,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,9092,2580136,3020370,5600506,46.1,332,616
2012,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,8937,2884256,2609470,5493726,52.5,292,615
2013,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,8839,2999604,2469850,5469454,54.8,279,619
2014,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,8777,3130470,2552150,5682620,55.1,291,647
2015,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,8641,3271690,2432060,5703750,57.4,281,660
2016,MO,CONCORDIA SULLA SECCHIA,8036010,8,36,10,44.924640,11.001599,8524,3716825,1547935,5264760,70.6,182,618
2010,MO,FANANO,8036011,8,36,11,44.188792,10.782544,3121,918058,1635900,2553958,35.9,524,818
2011,MO,FANANO,8036011,8,36,11,44.188792,10.782544,3075,908270,1632710,2540980,35.7,531,826
2012,MO,FANANO,8036011,8,36,11,44.188792,10.782544,3037,823210,1582100,2405310,34.2,521,792
2013,MO,FANANO,8036011,8,36,11,44.188792,10.782544,3005,671949,1568450,2240399,30.0,522,746
2014,MO,FANANO,8036011,8,36,11,44.188792,10.782544,3009,676524,1372310,2048834,33.0,456,681
2015,MO,FANANO,8036011,8,36,11,44.188792,10.782544,2989,773249,1440250,2213499,34.9,482,741
2016,MO,FANANO,8036011,8,36,11,44.188792,10.782544,2974,892324,1372450,2264774,39.4,461,762
2010,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,16072,5036150,4979520,10015670,50.3,310,623
2011,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,16111,5069799,4710800,9780599,51.8,292,607
2012,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,15885,4821392,4785550,9606942,50.2,301,605
2013,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,15842,4927496,4472460,9399956,52.4,282,593
2014,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,15742,5074679,4452100,9526779,53.3,283,605
2015,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,15715,5370053,3807830,9177883,58.5,242,584
2016,MO,FINALE EMILIA,8036012,8,36,12,44.849086,11.266831,15617,6761835,4204890,10966725,61.7,269,702
2010,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17041,8442926,5445429,13888355,60.8,320,815
2011,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17065,8086101,5272920,13359021,60.5,309,783
2012,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17185,8714006,4891628,13605634,64.0,285,792
2013,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17093,8975546,4799120,13774666,65.2,281,806
2014,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17193,9732712,4136750,13869462,70.2,241,807
2015,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17187,10109007,4334640,14443647,70.0,252,840
2016,MO,FIORANO MODENESE,8036013,8,36,13,44.530839,10.826069,17065,10399661,4140970,14540631,71.5,243,852
2010,MO,FIUMALBO,8036014,8,36,14,44.171372,10.654044,1313,335411,612980,948391,35.4,467,722
2011,MO,FIUMALBO,8036014,8,36,14,44.171372,10.654044,1310,339063,562160,901223,37.6,429,688
2012,MO,FIUMALBO,8036014,8,36,14,44.171372,10.654044,1302,293990,494790,788780,37.3,380,606
